유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-01-12,9,,,,,,,,,,,,
일별통계,2026-01-13,20,,,,,,,,,,,,
일별통계,2026-01-14,37,,,,,,,,,,,,
일별통계,2026-01-15,21,,,,,,,,,,,,
일별통계,2026-01-16,30,,,,,,,,,,,,
일별통계,2026-01-17,26,,,,,,,,,,,,
일별통계,2026-01-18,19,,,,,,,,,,,,
카테고리통계,,38,의류 - 아우터,94.9,1,,,,,,,,,
카테고리통계,,23,의류 - 전체,100.0,1,,,,,,,,,
카테고리통계,,17,전체,91.4,1,,,,,,,,,
카테고리통계,,16,의류 - 셔츠,80.6,10,,,,,,,,,
카테고리통계,,12,의류 - 스커트,111.4,11,,,,,,,,,
카테고리통계,,11,의류 - 데님,112.4,5,,,,,,,,,
카테고리통계,,10,의류 - 원피스,116.5,14,,,,,,,,,
카테고리통계,,7,가방 - 백액세서리,62.0,6,,,,,,,,,
카테고리통계,,7,액세서리 - 스카프/머플러,117.9,4,,,,,,,,,
카테고리통계,,6,의류 - 팬츠,100.5,20,,,,,,,,,
카테고리통계,,4,가방 - 숄더백,172.5,140,,,,,,,,,
카테고리통계,,4,의류 - 티셔츠,122.8,59,,,,,,,,,
카테고리통계,,3,의류 - 니트,90.3,26,,,,,,,,,
카테고리통계,,1,의류 - 블라우스,92.0,92,,,,,,,,,
카테고리통계,,1,액세서리 - 전체,11.0,11,,,,,,,,,
카테고리통계,,1,액세서리 - 패션액세서리,185.0,185,,,,,,,,,
카테고리통계,,1,가방 - 전체,160.0,160,,,,,,,,,
TOP1,,,전체,,1,2026-01-14,97510,76%,,281,8900,4.9,[채랑 PICK][단독기획] HEAVY DUMPLING DOWN JUMPER [3COLORS],./14/일일_요약_260114_082348.md
TOP2,,,액세서리 - 스카프/머플러,,4,2026-01-14,66150,37%,뉴이어위크,11,297,4.6,WOOL BLENDED LEOPARD SHAWL MUFFLER [MOCHA],./14/일일_요약_260114_082348.md
TOP3,,,의류 - 데님,,5,2026-01-14,93870,37%,,17,180,5.0,"[민경,유니,혜원 PICK] VINTAGE VELVET WIDE CURVED DENIM PANTS [3COLORS]",./14/일일_요약_260114_082348.md
TOP4,,,가방 - 백액세서리,,6,2026-01-17,11200,65%,뉴이어위크,93,1702,4.8,GLOSSY CRESCENT SMALL MOON KEY-RING [5COLORS],./17/일일_요약_260117_082458.md
TOP5,,,의류 - 셔츠,,10,2026-01-14,81270,37%,뉴이어위크,4,392,5.0,[채랑 PICK] SHEER STRIPE COTTON SHIRT [WHITE][SKYBLUE],./14/일일_요약_260114_082348.md
TOP6,,,의류 - 데님,,11,2026-01-14,72450,37%,,84,1337,4.8,HIGH-RISE SEMI BOOTS CUT JEANS [DARK GREY][MIDDLE BLUE],./14/일일_요약_260114_082348.md
TOP7,,,의류 - 스커트,,11,2026-01-17,70805,40%,,3,126,5.0,FRONT ZIP-UP DETAIL MID SKIRT [3COLORS],./17/일일_요약_260117_082458.md
TOP8,,,의류 - 원피스,,14,2026-01-12,114480,28%,뉴이어위크,47,3898,4.9,(3차 리오더) ONE BUTTON DETAIL SLEEVELESS DRESS [BLACK],./12/일일_요약_260112_082401.md
TOP9,,,의류 - 팬츠,,20,2026-01-16,64855,40%,,21,433,5.0,POCKET DETAIL QUILTED SHORT PANTS [BLACK],./16/일일_요약_260116_082613.md
TOP10,,,의류 - 아우터,,21,2026-01-18,279273,39%,,140,10888,4.7,"[민경,채랑 PICK] (2차 리오더) HANDMADE CASHMERE DOUBLE COAT [3COLORS]",./18/일일_요약_260118_082344.md
