유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-01-20,28,,,,,,,,,,,,
일별통계,2026-01-21,24,,,,,,,,,,,,
일별통계,2026-01-22,30,,,,,,,,,,,,
일별통계,2026-01-23,32,,,,,,,,,,,,
일별통계,2026-01-24,29,,,,,,,,,,,,
일별통계,2026-01-25,25,,,,,,,,,,,,
카테고리통계,,39,의류 - 아우터,94.2,4,,,,,,,,,
카테고리통계,,20,의류 - 전체,95.4,5,,,,,,,,,
카테고리통계,,20,의류 - 셔츠,92.2,5,,,,,,,,,
카테고리통계,,18,의류 - 스커트,124.6,14,,,,,,,,,
카테고리통계,,16,전체,102.2,5,,,,,,,,,
카테고리통계,,15,의류 - 원피스,85.8,18,,,,,,,,,
카테고리통계,,8,가방 - 숄더백,108.4,30,,,,,,,,,
카테고리통계,,7,의류 - 팬츠,110.9,20,,,,,,,,,
카테고리통계,,6,의류 - 데님,148.8,48,,,,,,,,,
카테고리통계,,6,가방 - 백액세서리,18.5,2,,,,,,,,,
카테고리통계,,6,가방 - 전체,125.8,62,,,,,,,,,
카테고리통계,,2,액세서리 - 스카프/머플러,168.5,144,,,,,,,,,
카테고리통계,,2,액세서리 - 패션액세서리,34.5,28,,,,,,,,,
카테고리통계,,2,의류 - 티셔츠,79.0,75,,,,,,,,,
카테고리통계,,1,의류 - 니트,46.0,46,,,,,,,,,
TOP1,,,가방 - 백액세서리,,2,2026-01-25,9120,72%,클리어런스,93,1716,4.8,GLOSSY CRESCENT SMALL MOON KEY-RING [5COLORS],./25/일일_요약_260125_082439.md
TOP2,,,의류 - 아우터,,4,2026-01-24,76285,79%,클리어런스,52,1878,4.8,[단독기획][채랑 PICK] COZY LUSTER DOWN PUFFER JACKET [4COLORS],./24/일일_요약_260124_082614.md
TOP3,,,의류 - 셔츠,,5,2026-01-22,79464,38%,클리어런스,6,457,5.0,[채랑 PICK] SHEER STRIPE COTTON SHIRT [WHITE][SKYBLUE],./22/일일_요약_260122_083035.md
TOP4,,,의류 - 셔츠,,6,2026-01-23,79464,38%,클리어런스,116,2091,4.9,[여름 PICK] (3차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [5COLORS],./23/일일_요약_260123_082647.md
TOP5,,,의류 - 아우터,,11,2026-01-21,140096,65%,클리어런스,307,9853,4.9,[채랑 PICK][단독기획] HEAVY DUMPLING DOWN JUMPER [3COLORS],./21/일일_요약_260121_082734.md
TOP6,,,의류 - 스커트,,14,2026-01-21,79464,38%,클리어런스,17,827,5.0,"[유니,지우 PICK] NEW CLASSIC SUEDE LONG SKIRT [BROWN][CHOCOLATE]",./21/일일_요약_260121_082734.md
TOP7,,,의류 - 셔츠,,17,2026-01-25,59690,50%,클리어런스,18,361,5.0,OPEN COLLAR STEADY SHIRT [BUTTER YELLOW],./25/일일_요약_260125_082439.md
TOP8,,,의류 - 원피스,,18,2026-01-23,51744,47%,클리어런스,160,2774,4.9,COLLAR DETAIL KNIT DRESS [BEIGE][BLACK],./23/일일_요약_260123_082647.md
TOP9,,,의류 - 원피스,,19,2026-01-25,46398,75%,클리어런스,7,774,5.0,SLEEVELESS BUSTIER FLARE DRESS [WHITE][BLACK],./25/일일_요약_260125_082439.md
TOP10,,,의류 - 팬츠,,20,2026-01-24,53922,58%,클리어런스,1,54,5.0,ZIP DETAIL SLIM FIT PANTS [IVORY][BLACK],./24/일일_요약_260124_082614.md
