날짜,시간,브랜드명,depth1_카테고리,depth2_카테고리,순위,상품명,가격,상품URL
2025-11-02,08:20,하시에,전체,전체,71,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-11-02,08:20,하시에,전체,전체,123,[채랑 PICK][단독기획] HEAVY DUMPLING DOWN JUMPER [4COLORS],135893,https://m.wconcept.co.kr/Product/306157278
2025-11-02,08:20,하시에,전체,전체,150,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-11-02,08:20,하시에,전체,전체,161,GOOSE DOWN TRENCH COAT [BLACK],253946,https://m.wconcept.co.kr/Product/306157304
2025-11-02,08:20,하시에,의류,전체,57,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-11-02,08:20,하시에,의류,전체,96,[채랑 PICK][단독기획] HEAVY DUMPLING DOWN JUMPER [4COLORS],135893,https://m.wconcept.co.kr/Product/306157278
2025-11-02,08:20,하시에,의류,전체,117,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-11-02,08:20,하시에,의류,전체,128,GOOSE DOWN TRENCH COAT [BLACK],253946,https://m.wconcept.co.kr/Product/306157304
2025-11-02,08:20,하시에,의류,아우터,37,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-11-02,08:20,하시에,의류,아우터,66,[채랑 PICK][단독기획] HEAVY DUMPLING DOWN JUMPER [4COLORS],135893,https://m.wconcept.co.kr/Product/306157278
2025-11-02,08:20,하시에,의류,아우터,76,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-11-02,08:20,하시에,의류,아우터,82,GOOSE DOWN TRENCH COAT [BLACK],253946,https://m.wconcept.co.kr/Product/306157304
2025-11-02,08:20,하시에,의류,아우터,147,(5차 리오더) OVERFIT QUILTED GOOSE DOWN PONCHO [4COLORS],111139,https://m.wconcept.co.kr/Product/303596278
2025-11-02,08:20,하시에,의류,원피스,186,COLLAR DETAIL KNIT DRESS [3COLORS],58557,https://m.wconcept.co.kr/Product/304291849
2025-11-02,08:20,하시에,의류,블라우스,43,SILKY TIE DETAIL BLOUSE [IVORY][BLACK],74434,https://m.wconcept.co.kr/Product/305707745
2025-11-02,08:20,하시에,의류,셔츠,90,[채랑 PICK] OVERSIZE STANDARD STRIPE SHIRT [IVORY][PINK],99103,https://m.wconcept.co.kr/Product/307414592
2025-11-02,08:20,하시에,의류,스커트,40,(11차 리오더) VINTAGE SILK LIKE CODUROY LONG SKIRT [BROWN][BLACK],80580,https://m.wconcept.co.kr/Product/306105637
2025-11-02,08:20,하시에,의류,스커트,106,LOW-RISE PLEATS MIDI SKIRT (BELT SET)[BEIGE][NAVY BLACK],78360,https://m.wconcept.co.kr/Product/301857979
2025-11-02,08:20,하시에,의류,데님,112,[채랑 PICK] VINTAGE VELVET WIDE CURVED DENIM PANTS [3COLORS],101749,https://m.wconcept.co.kr/Product/307414606
2025-11-02,08:20,하시에,가방,전체,27,[채랑 PICK] VINTAGE VELVET TWIST STRAP MINI BAG [DARK BROWN],85360,https://m.wconcept.co.kr/Product/307456275
2025-11-02,08:20,하시에,가방,숄더백,19,[채랑 PICK] VINTAGE VELVET TWIST STRAP MINI BAG [DARK BROWN],85360,https://m.wconcept.co.kr/Product/307456275
2025-11-02,08:20,하시에,가방,숄더백,197,[채랑 PICK] FAUX LEATHER STRAP NYLON SHOULDER BAG [BLACK],94920,https://m.wconcept.co.kr/Product/307456274
