날짜,시간,상품코드,브랜드코드,브랜드명,브랜드영문명,depth1_카테고리,depth2_카테고리,depth3_카테고리,순위,상품명,상품라벨앞,상품라벨뒤,서브상품명,정상가,판매가,최종판매가,가격,할인율,상품URL,상품이미지URL,세일태그,정보태그,당일배송,리뷰수,찜수,리뷰평점,상품상태코드,상품타입코드,이벤트시작,이벤트종료,컨텐츠정보
2026-03-09,08:17,306166367,105980,하시에,HACIE,전체,전체,코트,128,[채랑 PICK] HANDMADE CASHMERE CAPE COAT [MELANGE BROWN][BLACK],[한정특가],,[한정특가],589000,265050,233244,233244,60%,https://m.wconcept.co.kr/Product/306166367,https://product-image.wconcept.co.kr/productimg/image/img1/67/306166367_GG15040.jpg,,"쿠폰,단독",Y,13,543,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-09,08:17,306166367,105980,하시에,HACIE,의류,전체,코트,93,[채랑 PICK] HANDMADE CASHMERE CAPE COAT [MELANGE BROWN][BLACK],[한정특가],,[한정특가],589000,265050,233244,233244,60%,https://m.wconcept.co.kr/Product/306166367,https://product-image.wconcept.co.kr/productimg/image/img1/67/306166367_GG15040.jpg,,"쿠폰,단독",Y,13,543,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-09,08:17,306166367,105980,하시에,HACIE,의류,아우터,코트,45,[채랑 PICK] HANDMADE CASHMERE CAPE COAT [MELANGE BROWN][BLACK],[한정특가],,[한정특가],589000,265050,233244,233244,60%,https://m.wconcept.co.kr/Product/306166367,https://product-image.wconcept.co.kr/productimg/image/img1/67/306166367_GG15040.jpg,,"쿠폰,단독",Y,13,543,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-09,08:17,303596201,105980,하시에,HACIE,의류,아우터,패딩,88,(6차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],[한정특가],,[한정특가],178000,133500,117480,117480,34%,https://m.wconcept.co.kr/Product/303596201,https://product-image.wconcept.co.kr/productimg/image/img1/01/303596201_GG26387.jpg,,"쿠폰,단독",Y,690,15249,4.9,01,15,2025-10-01T10:00:00,2025-10-10T18:00:00,"{'contentType': 'STYLE_CLIP', 'id': 41306, 'profileSeqNo': 1047, 'vid': 'v1119cg50000d3njqinak5v94bjs20m0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/41306'}"
2026-03-09,08:17,306918731,105980,하시에,HACIE,의류,셔츠,셔츠,63,[여름 PICK] (3차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [5COLORS],[한정특가],,[한정특가],129000,90300,79464,79464,38%,https://m.wconcept.co.kr/Product/306918731,https://product-image.wconcept.co.kr/productimg/image/img1/31/306918731_GG50144.jpg,,"쿠폰,단독",Y,123,2184,4.9,01,15,2025-08-11T10:00:00,2025-08-14T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 37311, 'profileSeqNo': 1047, 'vid': 'v1119cg50000d2ra09vak5v2u79gi0t0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/37311'}"
2026-03-09,08:17,306918733,105980,하시에,HACIE,의류,셔츠,셔츠,148,SHEER STRIPE COTTON SHIRT [WHITE][SKYBLUE],[한정특가],,[한정특가],129000,90300,79464,79464,38%,https://m.wconcept.co.kr/Product/306918733,https://product-image.wconcept.co.kr/productimg/image/img1/33/306918733_GL15879.jpg,,"쿠폰,단독",Y,8,765,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-09,08:17,307414592,105980,하시에,HACIE,의류,셔츠,셔츠,168,[채랑 PICK] OVERSIZE STANDARD STRIPE SHIRT [IVORY][PINK],[한정특가],,[한정특가],129000,83850,73788,73788,43%,https://m.wconcept.co.kr/Product/307414592,https://product-image.wconcept.co.kr/productimg/image/img1/92/307414592_NG60120.jpg,,"쿠폰,단독",Y,20,685,4.8,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-09,08:17,308102381,105980,하시에,HACIE,의류,셔츠,셔츠,199,[유니 PICK] EMB LOGO SIGNATURE COTTON SHIRT [4COLORS],[한정특가],,[한정특가],109000,87200,76736,76736,30%,https://m.wconcept.co.kr/Product/308102381,https://product-image.wconcept.co.kr/productimg/image/img1/81/308102381_GG76555.jpg,,"쿠폰,단독",Y,8,110,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-09,08:17,308102386,105980,하시에,HACIE,의류,티셔츠,반팔,182,SIGNATURE CROP T-SHIRT [4COLORS],[한정특가],,[한정특가],39000,31200,28200,28200,28%,https://m.wconcept.co.kr/Product/308102386,https://product-image.wconcept.co.kr/productimg/image/img1/86/308102386_GG12019.jpg,,"쿠폰,단독",Y,3,60,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-09,08:17,308102391,105980,하시에,HACIE,의류,스커트,미디,66,[유니 PICK] DOT PRINT LAYERED MID SKIRT [WHITE][BLACK],[한정특가],,[한정특가],99000,79200,69696,69696,30%,https://m.wconcept.co.kr/Product/308102391,https://product-image.wconcept.co.kr/productimg/image/img1/91/308102391_LG10850.jpg,,"쿠폰,단독",Y,3,118,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
