날짜,시간,상품코드,브랜드코드,브랜드명,브랜드영문명,depth1_카테고리,depth2_카테고리,depth3_카테고리,순위,상품명,상품라벨앞,상품라벨뒤,서브상품명,정상가,판매가,최종판매가,가격,할인율,상품URL,상품이미지URL,세일태그,정보태그,당일배송,리뷰수,찜수,리뷰평점,상품상태코드,상품타입코드,이벤트시작,이벤트종료,컨텐츠정보
2026-03-07,08:22,306117185,105980,하시에,HACIE,전체,전체,패딩,56,[채랑 PICK] WHITE FOX FUR DOWN LONG JUMPER [NAVY],[한정특가],,[한정특가],508000,330200,265680,265680,48%,https://m.wconcept.co.kr/Product/306117185,https://product-image.wconcept.co.kr/productimg/image/img1/85/306117185_GH19520.jpg,,"쿠폰,단독",Y,66,4530,4.9,01,15,2025-12-01T10:00:00,2025-12-10T18:00:00,
2026-03-07,08:22,308102377,105980,하시에,HACIE,전체,전체,자켓,59,[유니 PICK] CORDUROY COLLAR VINTAGE WASHED SAFARI JACKET [TAN BEIGE][CHARCOAL],[한정특가],,[한정특가],199000,169150,133967,133967,33%,https://m.wconcept.co.kr/Product/308102377,https://product-image.wconcept.co.kr/productimg/image/img1/77/308102377_HG10013.jpg,,"쿠폰,단독",Y,25,1214,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-07,08:22,306105655,105980,하시에,HACIE,전체,전체,패딩,122,CASHMERE QUILTED PADDING JACKET [CAMEL][BLACK],[한정특가],,[한정특가],321000,144450,114404,114404,64%,https://m.wconcept.co.kr/Product/306105655,https://product-image.wconcept.co.kr/productimg/image/img1/55/306105655_HI12471.jpg,,"쿠폰,단독",Y,7,981,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-07,08:22,303596201,105980,하시에,HACIE,전체,전체,패딩,130,(6차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],[한정특가],,[한정특가],178000,133500,105732,105732,41%,https://m.wconcept.co.kr/Product/303596201,https://product-image.wconcept.co.kr/productimg/image/img1/01/303596201_GG26387.jpg,,"쿠폰,단독",Y,685,15146,4.9,01,15,2025-10-01T10:00:00,2025-10-10T18:00:00,"{'contentType': 'STYLE_CLIP', 'id': 41306, 'profileSeqNo': 1047, 'vid': 'v1119cg50000d3njqinak5v94bjs20m0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/41306'}"
2026-03-07,08:22,306117185,105980,하시에,HACIE,의류,전체,패딩,42,[채랑 PICK] WHITE FOX FUR DOWN LONG JUMPER [NAVY],[한정특가],,[한정특가],508000,330200,265680,265680,48%,https://m.wconcept.co.kr/Product/306117185,https://product-image.wconcept.co.kr/productimg/image/img1/85/306117185_GH19520.jpg,,"쿠폰,단독",Y,66,4530,4.9,01,15,2025-12-01T10:00:00,2025-12-10T18:00:00,
2026-03-07,08:22,308102377,105980,하시에,HACIE,의류,전체,자켓,45,[유니 PICK] CORDUROY COLLAR VINTAGE WASHED SAFARI JACKET [TAN BEIGE][CHARCOAL],[한정특가],,[한정특가],199000,169150,133967,133967,33%,https://m.wconcept.co.kr/Product/308102377,https://product-image.wconcept.co.kr/productimg/image/img1/77/308102377_HG10013.jpg,,"쿠폰,단독",Y,25,1214,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-07,08:22,306105655,105980,하시에,HACIE,의류,전체,패딩,95,CASHMERE QUILTED PADDING JACKET [CAMEL][BLACK],[한정특가],,[한정특가],321000,144450,114404,114404,64%,https://m.wconcept.co.kr/Product/306105655,https://product-image.wconcept.co.kr/productimg/image/img1/55/306105655_HI12471.jpg,,"쿠폰,단독",Y,7,981,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-07,08:22,303596201,105980,하시에,HACIE,의류,전체,패딩,101,(6차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],[한정특가],,[한정특가],178000,133500,105732,105732,41%,https://m.wconcept.co.kr/Product/303596201,https://product-image.wconcept.co.kr/productimg/image/img1/01/303596201_GG26387.jpg,,"쿠폰,단독",Y,685,15146,4.9,01,15,2025-10-01T10:00:00,2025-10-10T18:00:00,"{'contentType': 'STYLE_CLIP', 'id': 41306, 'profileSeqNo': 1047, 'vid': 'v1119cg50000d3njqinak5v94bjs20m0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/41306'}"
2026-03-07,08:22,306117185,105980,하시에,HACIE,의류,아우터,패딩,21,[채랑 PICK] WHITE FOX FUR DOWN LONG JUMPER [NAVY],[한정특가],,[한정특가],508000,330200,265680,265680,48%,https://m.wconcept.co.kr/Product/306117185,https://product-image.wconcept.co.kr/productimg/image/img1/85/306117185_GH19520.jpg,,"쿠폰,단독",Y,66,4530,4.9,01,15,2025-12-01T10:00:00,2025-12-10T18:00:00,
2026-03-07,08:22,308102377,105980,하시에,HACIE,의류,아우터,자켓,23,[유니 PICK] CORDUROY COLLAR VINTAGE WASHED SAFARI JACKET [TAN BEIGE][CHARCOAL],[한정특가],,[한정특가],199000,169150,133967,133967,33%,https://m.wconcept.co.kr/Product/308102377,https://product-image.wconcept.co.kr/productimg/image/img1/77/308102377_HG10013.jpg,,"쿠폰,단독",Y,25,1214,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
