유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-04-20,13,,,,,,,,,,,,
일별통계,2026-04-21,11,,,,,,,,,,,,
일별통계,2026-04-22,31,,,,,,,,,,,,
일별통계,2026-04-23,13,,,,,,,,,,,,
일별통계,2026-04-24,14,,,,,,,,,,,,
일별통계,2026-04-25,12,,,,,,,,,,,,
일별통계,2026-04-26,13,,,,,,,,,,,,
카테고리통계,,19,의류 - 아우터,74.0,5,,,,,,,,,
카테고리통계,,16,의류 - 셔츠,113.2,17,,,,,,,,,
카테고리통계,,11,의류 - 원피스,85.2,11,,,,,,,,,
카테고리통계,,11,의류 - 스커트,96.3,3,,,,,,,,,
카테고리통계,,9,의류 - 전체,103.4,24,,,,,,,,,
카테고리통계,,9,의류 - 데님,124.2,57,,,,,,,,,
카테고리통계,,5,전체,85.8,40,,,,,,,,,
카테고리통계,,5,가방 - 백액세서리,82.8,26,,,,,,,,,
카테고리통계,,5,의류 - 티셔츠,88.6,36,,,,,,,,,
카테고리통계,,5,의류 - 팬츠,128.0,99,,,,,,,,,
카테고리통계,,4,가방 - 숄더백,127.8,76,,,,,,,,,
카테고리통계,,3,의류 - 니트,64.7,22,,,,,,,,,
카테고리통계,,2,의류 - 블라우스,159.5,134,,,,,,,,,
카테고리통계,,1,액세서리 - 모자,40.0,40,,,,,,,,,
카테고리통계,,1,가방 - 전체,146.0,146,,,,,,,,,
카테고리통계,,1,액세서리 - 스카프/머플러,151.0,151,,,,,,,,,
TOP1,,,의류 - 스커트,,3,2026-04-20,93597,27%,,42,2653,5.0,"[지인,경은 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",./20/일일_요약_260420_083004.md
TOP2,,,의류 - 아우터,,5,2026-04-22,133056,30%,,63,1750,4.9,(3차 리오더) VOLUME FIT HIGH NECK WINDBREAKER JACKET [IVORY][BLACK],./22/일일_요약_260422_083010.md
TOP3,,,의류 - 아우터,,10,2026-04-22,148852,25%,,43,3443,5.0,"[지인,유니 PICK] (1차 리오더) CORDUROY COLLAR VINTAGE WASHED SAFARI JACKET [TAN BEIGE][CHARCOAL]",./22/일일_요약_260422_083010.md
TOP4,,,의류 - 원피스,,11,2026-04-22,66176,30%,,1121,14454,4.9,[단독](18차 리오더) AVEC HACIE COTTON LONG DRESS [IVORY][CHARCOAL],./22/일일_요약_260422_083010.md
TOP5,,,의류 - 셔츠,,17,2026-04-24,90816,30%,,131,2305,4.9,[여민 PICK] (7차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [6COLORS],./24/일일_요약_260424_083913.md
TOP6,,,의류 - 니트,,22,2026-04-24,86328,21%,여름준비,1,260,5.0,[한빛 PICK] OVER-FIT DEEP V-NECK PULL OVER [BUTTER YELLOW][MELANGE GREY],./24/일일_요약_260424_083913.md
TOP7,,,가방 - 백액세서리,,26,2026-04-23,16389,49%,,133,1940,4.9,GLOSSY CRESCENT SMALL MOON KEY-RING [5COLORS],./23/일일_요약_260423_084042.md
TOP8,,,의류 - 셔츠,,26,2026-04-23,73586,38%,,13,154,5.0,(1차 리오더) OPEN COLLAR STEADY SHIRT [WHITE],./23/일일_요약_260423_084042.md
TOP9,,,의류 - 아우터,,29,2026-04-22,96096,47%,,114,1758,4.9,(1차 리오더) COLLARLESS QUILTED PADDING JACKET [CREAM][BLACK],./22/일일_요약_260422_083010.md
TOP10,,,의류 - 원피스,,30,2026-04-21,83072,30%,,408,6398,4.9,(14차 리오더) SATIN SLEEVELESS LONG DRESS [4COLORS],./21/일일_요약_260421_083708.md
