유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-03-30,0,,,,,,,,,,,,
일별통계,2026-03-31,16,,,,,,,,,,,,
일별통계,2026-04-01,36,,,,,,,,,,,,
일별통계,2026-04-02,0,,,,,,,,,,,,
일별통계,2026-04-03,0,,,,,,,,,,,,
일별통계,2026-04-04,13,,,,,,,,,,,,
일별통계,2026-04-05,16,,,,,,,,,,,,
카테고리통계,,17,의류 - 셔츠,106.4,4,,,,,,,,,
카테고리통계,,9,의류 - 전체,103.3,61,,,,,,,,,
카테고리통계,,9,의류 - 아우터,83.1,24,,,,,,,,,
카테고리통계,,8,전체,128.6,88,,,,,,,,,
카테고리통계,,8,의류 - 원피스,131.2,30,,,,,,,,,
카테고리통계,,7,의류 - 티셔츠,79.7,43,,,,,,,,,
카테고리통계,,7,의류 - 스커트,81.0,10,,,,,,,,,
카테고리통계,,4,의류 - 팬츠,75.0,16,,,,,,,,,
카테고리통계,,3,의류 - 니트,119.7,82,,,,,,,,,
카테고리통계,,3,의류 - 데님,104.0,53,,,,,,,,,
카테고리통계,,3,가방 - 백액세서리,84.0,23,,,,,,,,,
카테고리통계,,2,의류 - 블라우스,148.0,104,,,,,,,,,
카테고리통계,,1,액세서리 - 스카프/머플러,177.0,177,,,,,,,,,
TOP1,,,의류 - 셔츠,,4,2026-03-31,80920,32%,,1,173,5.0,[한빛 PICK] OVERSIZE DOLMAN SLEEVE CHECK SHIRT [ORANGE CHECK][BLACK CHECK],../03/31/일일_요약_260331_082924.md
TOP2,,,의류 - 스커트,,10,2026-04-01,98040,24%,,34,1852,5.0,[경은 PICK] CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK],./01/일일_요약_260401_082840.md
TOP3,,,의류 - 스커트,,14,2026-04-01,87720,32%,,2,182,5.0,"[한빛,경은 PICK] SATIN COLORATION BANDING LONG SKIRT [IVORY][BLACK]",./01/일일_요약_260401_082840.md
TOP4,,,의류 - 팬츠,,16,2026-03-31,71760,48%,,31,731,5.0,"[한빛,채랑 PICK] TAILORED OVERFIT WOOL BLENDED PANTS [3COLORS]",../03/31/일일_요약_260331_082924.md
TOP5,,,가방 - 백액세서리,,23,2026-04-04,17920,44%,,128,1931,4.9,GLOSSY CRESCENT SMALL MOON KEY-RING [5COLORS],./04/일일_요약_260404_082754.md
TOP6,,,의류 - 아우터,,24,2026-04-01,135320,32%,,16,893,5.0,[경은 PICK] EMB LOGO VINTAGE WASHED COTTON BLOUSON [3COLORS],./01/일일_요약_260401_082840.md
TOP7,,,의류 - 원피스,,30,2026-04-04,72500,50%,랜쇼페,3,20,5.0,[리퍼브] GLOSSY HALF ZIP-UP DRESS [BLACK],./04/일일_요약_260404_082754.md
TOP8,,,의류 - 아우터,,33,2026-04-01,128520,32%,,51,1365,4.9,VOLUME FIT HIGH NECK WINDBREAKER JACKET [IVORY][BLACK],./01/일일_요약_260401_082840.md
TOP9,,,의류 - 원피스,,33,2026-04-01,108120,32%,,69,4471,4.9,[유니 PICK](5차 리오더) ONE BUTTON DETAIL SLEEVELESS DRESS [BLACK],./01/일일_요약_260401_082840.md
TOP10,,,의류 - 아우터,,35,2026-04-01,244080,28%,,22,1121,4.8,[ITALY] TWILL TEXTURE WOOL SHORT JACKET [BLACK],./01/일일_요약_260401_082840.md
