날짜,시간,브랜드명,depth1_카테고리,depth2_카테고리,순위,상품명,가격,상품URL
2025-10-31,08:20,하시에,전체,전체,48,GOOSE DOWN TRENCH COAT [BLACK],253946,https://m.wconcept.co.kr/Product/306157304
2025-10-31,08:20,하시에,전체,전체,69,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-10-31,08:20,하시에,전체,전체,89,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-10-31,08:20,하시에,전체,전체,105,WHIP CORD WRAP SKIRT [BLACK],117455,https://m.wconcept.co.kr/Product/306668436
2025-10-31,08:20,하시에,전체,전체,120,EMBROIDERY PADDING JACKET [3COLORS],151048,https://m.wconcept.co.kr/Product/303596164
2025-10-31,08:20,하시에,의류,전체,39,GOOSE DOWN TRENCH COAT [BLACK],253946,https://m.wconcept.co.kr/Product/306157304
2025-10-31,08:20,하시에,의류,전체,60,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-10-31,08:20,하시에,의류,전체,75,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-10-31,08:20,하시에,의류,전체,86,WHIP CORD WRAP SKIRT [BLACK],117455,https://m.wconcept.co.kr/Product/306668436
2025-10-31,08:20,하시에,의류,전체,99,EMBROIDERY PADDING JACKET [3COLORS],151048,https://m.wconcept.co.kr/Product/303596164
2025-10-31,08:20,하시에,의류,전체,195,LIGHT WEIGHT HOODED GOOSE DOWN COAT [BLACK],220759,https://m.wconcept.co.kr/Product/306157288
2025-10-31,08:20,하시에,의류,아우터,25,GOOSE DOWN TRENCH COAT [BLACK],253946,https://m.wconcept.co.kr/Product/306157304
2025-10-31,08:20,하시에,의류,아우터,41,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-10-31,08:20,하시에,의류,아우터,48,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-10-31,08:20,하시에,의류,아우터,64,EMBROIDERY PADDING JACKET [3COLORS],151048,https://m.wconcept.co.kr/Product/303596164
2025-10-31,08:20,하시에,의류,아우터,109,LIGHT WEIGHT HOODED GOOSE DOWN COAT [BLACK],220759,https://m.wconcept.co.kr/Product/306157288
2025-10-31,08:20,하시에,의류,아우터,120,FAUX LEATHER DETAIL QUILTED JACKET [BLACK],124882,https://m.wconcept.co.kr/Product/306105650
2025-10-31,08:20,하시에,의류,아우터,165,WHITE FOX FUR DOWN LONG JUMPER [NAVY],371800,https://m.wconcept.co.kr/Product/306117185
2025-10-31,08:20,하시에,의류,원피스,74,COLLAR DETAIL KNIT DRESS [3COLORS],58557,https://m.wconcept.co.kr/Product/304291849
2025-10-31,08:20,하시에,의류,니트,43,[채랑 PICK] HAIRY PLUME KNIT CARDIGAN [3COLORS],108578,https://m.wconcept.co.kr/Product/307456270
2025-10-31,08:20,하시에,의류,스커트,3,WHIP CORD WRAP SKIRT [BLACK],117455,https://m.wconcept.co.kr/Product/306668436
2025-10-31,08:20,하시에,의류,스커트,38,(11차 리오더) VINTAGE SILK LIKE CODUROY LONG SKIRT [BROWN][BLACK],80580,https://m.wconcept.co.kr/Product/306105637
2025-10-31,08:20,하시에,의류,팬츠,87,POCKET DETAIL QUILTED SHORT PANTS [BLACK],65130,https://m.wconcept.co.kr/Product/306105617
2025-10-31,08:20,하시에,가방,전체,129,[채랑 PICK] VINTAGE VELVET TWIST STRAP MINI BAG [DARK BROWN],85360,https://m.wconcept.co.kr/Product/307456275
2025-10-31,08:20,하시에,가방,숄더백,68,[채랑 PICK] VINTAGE VELVET TWIST STRAP MINI BAG [DARK BROWN],85360,https://m.wconcept.co.kr/Product/307456275
2025-10-31,08:20,하시에,가방,백액세서리,22,GLOSSY CRESCENT SMALL MOON KEY-RING [5COLORS],16389,https://m.wconcept.co.kr/Product/306105587
