날짜,시간,상품코드,브랜드코드,브랜드명,브랜드영문명,depth1_카테고리,depth2_카테고리,depth3_카테고리,순위,상품명,상품라벨앞,상품라벨뒤,서브상품명,정상가,판매가,최종판매가,가격,할인율,상품URL,상품이미지URL,세일태그,정보태그,당일배송,리뷰수,찜수,리뷰평점,상품상태코드,상품타입코드,이벤트시작,이벤트종료,컨텐츠정보
2026-04-18,08:33,308102392,105980,하시에,HACIE,전체,전체,롱,54,"[지인,경은 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",[주말특가],,[주말특가],129000,109650,93597,93597,27%,https://m.wconcept.co.kr/Product/308102392,https://product-image.wconcept.co.kr/productimg/image/img1/92/308102392_NH11244.jpg,,"쿠폰,단독",Y,41,2578,5.0,01,15,2026-04-17T00:00:00,2026-04-20T10:00:00,
2026-04-18,08:33,308102392,105980,하시에,HACIE,의류,전체,롱,40,"[지인,경은 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",[주말특가],,[주말특가],129000,109650,93597,93597,27%,https://m.wconcept.co.kr/Product/308102392,https://product-image.wconcept.co.kr/productimg/image/img1/92/308102392_NH11244.jpg,,"쿠폰,단독",Y,41,2578,5.0,01,15,2026-04-17T00:00:00,2026-04-20T10:00:00,
2026-04-18,08:33,302768252,105980,하시에,HACIE,의류,전체,맥시,199,FLORAL PRINT ROBE MAXI DRESS [SKY BLUE],[한정특가],,[한정특가],135000,67500,57618,57618,57%,https://m.wconcept.co.kr/Product/302768252,https://product-image.wconcept.co.kr/productimg/image/img1/52/302768252_CN75769.jpg,,"쿠폰,단독",Y,10,2130,4.9,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-18,08:33,308102373,105980,하시에,HACIE,의류,아우터,점퍼,83,"[경은,지인 PICK] EMB LOGO VINTAGE WASHED COTTON BLOUSON [3COLORS]",[한정특가],,[한정특가],199000,169150,144386,144386,27%,https://m.wconcept.co.kr/Product/308102373,https://product-image.wconcept.co.kr/productimg/image/img1/73/308102373_GH14269.jpg,,"쿠폰,단독",Y,27,1793,5.0,01,15,2026-03-16T10:00:00,2026-03-17T10:00:00,
2026-04-18,08:33,302768252,105980,하시에,HACIE,의류,원피스,맥시,30,FLORAL PRINT ROBE MAXI DRESS [SKY BLUE],[한정특가],,[한정특가],135000,67500,57618,57618,57%,https://m.wconcept.co.kr/Product/302768252,https://product-image.wconcept.co.kr/productimg/image/img1/52/302768252_CN75769.jpg,,"쿠폰,단독",Y,10,2130,4.9,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-18,08:33,301482915,105980,하시에,HACIE,의류,셔츠,셔츠,74,[지인 PICK](21차 리오더) LAYERED CUFFS SHIRTS [6COLORS],[한정특가],,[한정특가],125000,93750,77296,77296,38%,https://m.wconcept.co.kr/Product/301482915,https://product-image.wconcept.co.kr/productimg/image/img1/15/301482915_ML12210.jpg,,"쿠폰,단독",Y,585,9895,4.9,01,15,2026-04-01T10:00:00,2026-04-13T18:00:00,
2026-04-18,08:33,305871418,105980,하시에,HACIE,의류,셔츠,셔츠,91,VERTICAL STRIPE EMBROIDERY SHIRTS [3COLORS],[한정특가],,[한정특가],125000,68750,56684,56684,55%,https://m.wconcept.co.kr/Product/305871418,https://product-image.wconcept.co.kr/productimg/image/img1/18/305871418_JG17266.jpg,,"쿠폰,단독",Y,6,84,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-18,08:33,306918731,105980,하시에,HACIE,의류,셔츠,셔츠,183,[여민 PICK] (7차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [6COLORS],[한정특가],,[한정특가],129000,103200,85088,85088,34%,https://m.wconcept.co.kr/Product/306918731,https://product-image.wconcept.co.kr/productimg/image/img1/31/306918731_NG17393.jpg,,"쿠폰,단독",Y,131,2270,4.9,01,15,2025-08-11T10:00:00,2025-08-14T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 37311, 'profileSeqNo': 1047, 'vid': 'v1119cg50000d2ra09vak5v2u79gi0t0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/37311'}"
2026-04-18,08:33,308102392,105980,하시에,HACIE,의류,스커트,롱,2,"[지인,경은 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",[주말특가],,[주말특가],129000,109650,93597,93597,27%,https://m.wconcept.co.kr/Product/308102392,https://product-image.wconcept.co.kr/productimg/image/img1/92/308102392_NH11244.jpg,,"쿠폰,단독",Y,41,2578,5.0,01,15,2026-04-17T00:00:00,2026-04-20T10:00:00,
2026-04-18,08:33,305871414,105980,하시에,HACIE,의류,팬츠,와이드,128,VERTICAL STRIPE BANDING PANTS [3COLORS],[한정특가],,[한정특가],109000,65400,55825,55825,49%,https://m.wconcept.co.kr/Product/305871414,https://product-image.wconcept.co.kr/productimg/image/img1/14/305871414_LM11393.jpg,,"쿠폰,단독",Y,15,345,5.0,01,15,2024-08-07T10:00:00,2024-08-08T10:00:00,
