날짜,시간,상품코드,브랜드코드,브랜드명,브랜드영문명,depth1_카테고리,depth2_카테고리,depth3_카테고리,순위,상품명,상품라벨앞,상품라벨뒤,서브상품명,정상가,판매가,최종판매가,가격,할인율,상품URL,상품이미지URL,세일태그,정보태그,당일배송,리뷰수,찜수,리뷰평점,상품상태코드,상품타입코드,이벤트시작,이벤트종료,컨텐츠정보
2026-04-15,08:37,308102374,105980,하시에,HACIE,의류,아우터,점퍼,148,HIGH-NECK ZIP-UP VARSITY JUMPER [IVORY][BLACK],[한정특가],,[한정특가],199000,179100,157608,157608,21%,https://m.wconcept.co.kr/Product/308102374,https://product-image.wconcept.co.kr/productimg/image/img1/74/308102374_GG70299.jpg,,"쿠폰,단독",Y,2,195,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-15,08:37,306668493,105980,하시에,HACIE,의류,아우터,자켓,176,OVERSIZE WASHED DENIM JACKET [IVORY],[한정특가],,[한정특가],195000,136500,120120,120120,38%,https://m.wconcept.co.kr/Product/306668493,https://product-image.wconcept.co.kr/productimg/image/img1/93/306668493_GG36654.jpg,,"쿠폰,단독",Y,7,345,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-15,08:37,302768252,105980,하시에,HACIE,의류,원피스,맥시,104,FLORAL PRINT ROBE MAXI DRESS [SKY BLUE],[한정특가],,[한정특가],135000,67500,59400,59400,56%,https://m.wconcept.co.kr/Product/302768252,https://product-image.wconcept.co.kr/productimg/image/img1/52/302768252_CN75769.jpg,,"쿠폰,단독",Y,10,2101,4.9,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-15,08:37,302768208,105980,하시에,HACIE,의류,원피스,맥시,138,[단독](18차 리오더) AVEC HACIE COTTON LONG DRESS [IVORY][CHARCOAL],[한정특가],,[한정특가],94000,75200,66176,66176,30%,https://m.wconcept.co.kr/Product/302768208,https://product-image.wconcept.co.kr/productimg/image/img1/08/302768208_MK45677.jpg,,"쿠폰,단독",Y,1118,14437,4.9,01,15,2025-09-15T10:00:00,2025-09-16T10:00:00,
2026-04-15,08:37,301482915,105980,하시에,HACIE,의류,셔츠,셔츠,60,[지인 PICK](21차 리오더) LAYERED CUFFS SHIRTS [6COLORS],[한정특가],,[한정특가],125000,100000,85000,85000,32%,https://m.wconcept.co.kr/Product/301482915,https://product-image.wconcept.co.kr/productimg/image/img1/15/301482915_ML12210.jpg,,"쿠폰,단독",Y,583,9856,4.9,01,15,2026-04-01T10:00:00,2026-04-13T18:00:00,
2026-04-15,08:37,306918731,105980,하시에,HACIE,의류,셔츠,셔츠,184,[여민 PICK] (7차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [6COLORS],[한정특가],,[한정특가],129000,103200,87720,87720,32%,https://m.wconcept.co.kr/Product/306918731,https://product-image.wconcept.co.kr/productimg/image/img1/31/306918731_NG17393.jpg,,"쿠폰,단독",Y,129,2242,4.9,01,15,2025-08-11T10:00:00,2025-08-14T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 37311, 'profileSeqNo': 1047, 'vid': 'v1119cg50000d2ra09vak5v2u79gi0t0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/37311'}"
2026-04-15,08:37,306105578,105980,하시에,HACIE,의류,티셔츠,긴팔,173,COLOR BLOCK RINGER TOP [3COLORS],[한정특가],,[한정특가],59000,35400,31152,31152,47%,https://m.wconcept.co.kr/Product/306105578,https://product-image.wconcept.co.kr/productimg/image/img1/78/306105578_IG18478.jpg,,"쿠폰,단독",Y,105,920,4.9,01,15,2024-10-16T10:00:00,2024-10-21T10:00:00,
2026-04-15,08:37,308102392,105980,하시에,HACIE,의류,스커트,롱,42,"[지인,경은 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",[한정특가],,[한정특가],129000,116100,102168,102168,21%,https://m.wconcept.co.kr/Product/308102392,https://product-image.wconcept.co.kr/productimg/image/img1/92/308102392_NH11244.jpg,,"쿠폰,단독",N,40,2467,5.0,01,17,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-15,08:37,308102393,105980,하시에,HACIE,의류,스커트,롱,98,"[한빛,경은 PICK] SATIN COLORATION BANDING LONG SKIRT [IVORY][BLACK]",[한정특가],,[한정특가],129000,116100,102168,102168,21%,https://m.wconcept.co.kr/Product/308102393,https://product-image.wconcept.co.kr/productimg/image/img1/93/308102393_OK99284.jpg,,"쿠폰,단독",Y,5,356,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-04-15,08:37,305707427,105980,하시에,HACIE,의류,팬츠,슬랙스,39,"[한빛,채랑 PICK] (1차 리오더) TAILORED OVERFIT WOOL BLENDED PANTS [3COLORS]",[한정특가],,[한정특가],138000,110400,97152,97152,30%,https://m.wconcept.co.kr/Product/305707427,https://product-image.wconcept.co.kr/productimg/image/img1/27/305707427_GO13231.jpg,,"쿠폰,단독",Y,32,823,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
