유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2025-11-03,21,,,,,,,,,,,,
일별통계,2025-11-04,10,,,,,,,,,,,,
일별통계,2025-11-05,19,,,,,,,,,,,,
일별통계,2025-11-06,28,,,,,,,,,,,,
일별통계,2025-11-07,22,,,,,,,,,,,,
일별통계,2025-11-08,37,,,,,,,,,,,,
일별통계,2025-11-09,17,,,,,,,,,,,,
카테고리통계,,36,의류 - 아우터,108.3,9,,,,,,,,,
카테고리통계,,21,의류 - 전체,93.0,10,,,,,,,,,
카테고리통계,,18,의류 - 셔츠,126.8,29,,,,,,,,,
카테고리통계,,15,전체,73.3,11,,,,,,,,,
카테고리통계,,15,의류 - 스커트,73.5,9,,,,,,,,,
카테고리통계,,13,가방 - 숄더백,102.0,34,,,,,,,,,
카테고리통계,,8,의류 - 원피스,96.9,11,,,,,,,,,
카테고리통계,,8,의류 - 데님,135.0,17,,,,,,,,,
카테고리통계,,5,가방 - 전체,92.4,65,,,,,,,,,
카테고리통계,,3,의류 - 니트,106.7,63,,,,,,,,,
카테고리통계,,3,의류 - 팬츠,68.3,35,,,,,,,,,
카테고리통계,,3,액세서리 - 스카프/머플러,84.3,10,,,,,,,,,
카테고리통계,,2,의류 - 블라우스,117.5,81,,,,,,,,,
카테고리통계,,2,가방 - 백액세서리,128.0,121,,,,,,,,,
카테고리통계,,1,액세서리 - 전체,47.0,47,,,,,,,,,
카테고리통계,,1,액세서리 - 모자,142.0,142,,,,,,,,,
TOP1,,,의류 - 스커트,,9,2025-11-04,75544,36%,,0,0,,(11차 리오더) VINTAGE SILK LIKE CODUROY LONG SKIRT [BROWN][BLACK],./04/일일_요약_251104_082145.md
TOP2,,,의류 - 아우터,,9,2025-11-07,224511,42%,,0,0,,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],./07/일일_요약_251107_092918.md
TOP3,,,의류 - 아우터,,10,2025-11-06,121553,31.7%,,0,0,,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],./06/일일_요약_251106_095220.md
TOP4,,,액세서리 - 스카프/머플러,,10,2025-11-07,71702,32%,쓱데이,8,204,4.5,WOOL BLENDED LEOPARD SHAWL MUFFLER [MOCHA],./07/일일_요약_251107_092918.md
TOP5,,,의류 - 원피스,,11,2025-11-08,108578,32%,쓱데이,19,2078,4.9,(3차 리오더) ONE BUTTON DETAIL SLEEVELESS DRESS [BLACK],./08/일일_요약_251108_082045.md
TOP6,,,의류 - 데님,,17,2025-11-08,69910,40%,쓱데이,12,353,4.9,ULOTRICHOUS DETAIL WIDE DENIM PANTS [LIGHT BLUE],./08/일일_요약_251108_082045.md
TOP7,,,의류 - 원피스,,22,2025-11-09,58557,40%,,0,0,,COLLAR DETAIL KNIT DRESS [3COLORS],./09/일일_요약_251109_082001.md
TOP8,,,의류 - 셔츠,,29,2025-11-04,99103,23.2%,,0,0,,[채랑 PICK] OVERSIZE STANDARD STRIPE SHIRT [IVORY][PINK],./04/일일_요약_251104_082145.md
TOP9,,,의류 - 원피스,,30,2025-11-08,60179,36%,쓱데이,423,7710,4.9,[단독](13차 리오더) AVEC HACIE COTTON LONG DRESS [IVORY],./08/일일_요약_251108_082045.md
TOP10,,,가방 - 숄더백,,34,2025-11-06,74434,31.7%,,0,0,,TWIST STRAP LEATHER BIG BAG [BLACK],./06/일일_요약_251106_095220.md
