날짜,시간,브랜드명,depth1_카테고리,depth2_카테고리,순위,상품명,가격,상품URL
2025-11-05,08:21,하시에,전체,전체,22,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-11-05,08:21,하시에,전체,전체,123,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-11-05,08:21,하시에,의류,전체,13,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-11-05,08:21,하시에,의류,전체,84,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-11-05,08:21,하시에,의류,아우터,10,[채랑 PICK] [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS],224511,https://m.wconcept.co.kr/Product/307463098
2025-11-05,08:21,하시에,의류,아우터,48,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],121553,https://m.wconcept.co.kr/Product/303596201
2025-11-05,08:21,하시에,의류,아우터,135,EMBROIDERY PADDING JACKET [3COLORS],151048,https://m.wconcept.co.kr/Product/303596164
2025-11-05,08:21,하시에,의류,아우터,185,SNAP BUTTON HIGH NECK PADDING JACKET [3COLORS],107895,https://m.wconcept.co.kr/Product/303596166
2025-11-05,08:21,하시에,의류,아우터,194,STRING DETAIL GOOSE DOWN SHORT JACKET [3COLORS],134698,https://m.wconcept.co.kr/Product/302070873
2025-11-05,08:21,하시에,의류,원피스,86,(13차 리오더) SATIN SLEEVELESS LONG DRESS [6COLORS],70507,https://m.wconcept.co.kr/Product/301454263
2025-11-05,08:21,하시에,의류,원피스,188,COLLAR DETAIL KNIT DRESS [3COLORS],58557,https://m.wconcept.co.kr/Product/304291849
2025-11-05,08:21,하시에,의류,블라우스,81,SILKY TIE DETAIL BLOUSE [IVORY][BLACK],74434,https://m.wconcept.co.kr/Product/305707745
2025-11-05,08:21,하시에,의류,셔츠,106,[여름 PICK] (3차 리오더) BLUE STRIPE COTTON SHIRT [BLUE],81263,https://m.wconcept.co.kr/Product/306668472
2025-11-05,08:21,하시에,의류,셔츠,126,[여름 PICK] (3차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [5COLORS],88092,https://m.wconcept.co.kr/Product/306918731
2025-11-05,08:21,하시에,의류,셔츠,136,[채랑 PICK] OVERSIZE STANDARD STRIPE SHIRT [IVORY][PINK],99103,https://m.wconcept.co.kr/Product/307414592
2025-11-05,08:21,하시에,의류,셔츠,183,[채랑 PICK] SHEER STRIPE COTTON SHIRT [WHITE][SKYBLUE],88092,https://m.wconcept.co.kr/Product/306918733
2025-11-05,08:21,하시에,의류,스커트,27,(11차 리오더) VINTAGE SILK LIKE CODUROY LONG SKIRT [BROWN][BLACK],75544,https://m.wconcept.co.kr/Product/306105637
2025-11-05,08:21,하시에,의류,데님,151,[채랑 PICK] CURVED DENIM PANTS [3COLORS],71702,https://m.wconcept.co.kr/Product/306668439
2025-11-05,08:21,하시에,가방,숄더백,149,[채랑 PICK] VINTAGE VELVET TWIST STRAP MINI BAG [DARK BROWN],85360,https://m.wconcept.co.kr/Product/307456275
