유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-06-30,0,,,,,,,,,,,,
일별통계,2026-07-01,0,,,,,,,,,,,,
일별통계,2026-07-03,0,,,,,,,,,,,,
일별통계,2026-07-04,14,,,,,,,,,,,,
일별통계,2026-07-05,0,,,,,,,,,,,,
카테고리통계,,3,의류 - 원피스,77.0,37,,,,,,,,,
카테고리통계,,2,의류 - 셔츠,169.0,164,,,,,,,,,
카테고리통계,,2,의류 - 니트,165.5,150,,,,,,,,,
카테고리통계,,1,의류 - 전체,180.0,180,,,,,,,,,
카테고리통계,,1,의류 - 아우터,18.0,18,,,,,,,,,
카테고리통계,,1,의류 - 블라우스,106.0,106,,,,,,,,,
카테고리통계,,1,의류 - 티셔츠,145.0,145,,,,,,,,,
카테고리통계,,1,의류 - 스커트,87.0,87,,,,,,,,,
카테고리통계,,1,의류 - 팬츠,180.0,180,,,,,,,,,
카테고리통계,,1,의류 - 데님,151.0,151,,,,,,,,,
TOP1,,,의류 - 아우터,,18,2026-07-04,119632,25%,여름대비템,21,907,5.0,[리라 PICK] CREASE SILKY LINEN OVER-FIT JACKET [3COLORS],./04/일일_요약_260704_085812.md
TOP2,,,의류 - 원피스,,37,2026-07-04,70726,25%,여름대비템,1203,15004,4.9,[경은 PICK](19차 리오더)[NEW컬러추가]AVEC HACIE COTTON LONG DRESS [5COLORS],./04/일일_요약_260704_085812.md
TOP3,,,의류 - 원피스,,50,2026-07-04,83851,29%,여름대비템,420,7154,4.9,[령은 PICK] (14차 리오더)[NEW컬러추가]SATIN SLEEVELESS LONG DRESS [5COLORS],./04/일일_요약_260704_085812.md
TOP4,,,의류 - 스커트,,87,2026-07-04,99265,26%,여름대비템,6,202,4.8,[령은 PICK] LINEN BLEND SLIT DETAIL LONG SKIRT [TAN BEIGE][NAVY],./04/일일_요약_260704_085812.md
TOP5,,,의류 - 블라우스,,106,2026-07-04,72795,26%,여름대비템,29,3522,4.9,"[리라,현주 PICK](2차 리오더) COWL NECK DRAPE BLOUSE [ICE GREY][NAVY]",./04/일일_요약_260704_085812.md
TOP6,,,의류 - 원피스,,144,2026-07-04,71478,25%,여름대비템,18,613,4.9,(1차 리오더) FLARE COTTON LONG DRESS [3COLORS],./04/일일_요약_260704_085812.md
TOP7,,,의류 - 티셔츠,,145,2026-07-04,28677,26%,여름대비템,158,3230,4.9,"[여민,예지 PICK](5차 리오더)[NEW컬러추가]SIGNATURE CROP T-SHIRT [7COLORS]",./04/일일_요약_260704_085812.md
TOP8,,,의류 - 니트,,150,2026-07-04,74488,25%,여름대비템,1,392,5.0,[리라 PICK] ALL DAY WOOL KNIT [3COLORS],./04/일일_요약_260704_085812.md
TOP9,,,의류 - 데님,,151,2026-07-04,70224,33%,여름대비템,9,229,4.9,"[예지,여민 PICK] WASHED WIDE DENIM PANTS [DEEP BLUE][VINTAGE BLACK]",./04/일일_요약_260704_085812.md
TOP10,,,의류 - 셔츠,,164,2026-07-04,91912,26%,여름대비템,4,115,5.0,"[현주,령은 PICK] SEMI OVERSIZED STRIPE SHEER SHIRT [3COLORS]",./04/일일_요약_260704_085812.md
