유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-05-11,7,,,,,,,,,,,,
일별통계,2026-05-12,13,,,,,,,,,,,,
일별통계,2026-05-13,7,,,,,,,,,,,,
일별통계,2026-05-14,10,,,,,,,,,,,,
일별통계,2026-05-15,12,,,,,,,,,,,,
일별통계,2026-05-16,10,,,,,,,,,,,,
일별통계,2026-05-17,7,,,,,,,,,,,,
카테고리통계,,20,의류 - 셔츠,101.9,35,,,,,,,,,
카테고리통계,,10,의류 - 원피스,100.3,37,,,,,,,,,
카테고리통계,,10,의류 - 데님,102.1,12,,,,,,,,,
카테고리통계,,6,의류 - 아우터,92.2,23,,,,,,,,,
카테고리통계,,6,의류 - 스커트,80.7,21,,,,,,,,,
카테고리통계,,5,의류 - 티셔츠,126.6,36,,,,,,,,,
카테고리통계,,3,의류 - 팬츠,44.3,31,,,,,,,,,
카테고리통계,,1,전체,170.0,170,,,,,,,,,
카테고리통계,,1,의류 - 전체,134.0,134,,,,,,,,,
카테고리통계,,1,액세서리 - 패션액세서리,140.0,140,,,,,,,,,
카테고리통계,,1,가방 - 숄더백,176.0,176,,,,,,,,,
카테고리통계,,1,액세서리 - 모자,173.0,173,,,,,,,,,
카테고리통계,,1,가방 - 백액세서리,179.0,179,,,,,,,,,
TOP1,,,의류 - 데님,,12,2026-05-16,76184,27%,여름필수템,5,188,4.2,(1차 리오더) WASHED WIDE DENIM PANTS [MIDDLE BLUE],./16/일일_요약_260516_084933.md
TOP2,,,의류 - 데님,,15,2026-05-16,67221,36%,여름필수템,24,388,5.0,[예지 PICK](2차 리오더) CURVED DENIM PANTS [3COLORS],./16/일일_요약_260516_084933.md
TOP3,,,의류 - 스커트,,21,2026-05-11,97060,25%,프리쇼,66,3436,5.0,"[여민,지인,경은 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",./11/일일_요약_260511_084355.md
TOP4,,,의류 - 아우터,,23,2026-05-11,229140,32%,프리쇼,28,1165,4.9,(2차 리오더)[ITALY] TWILL TEXTURE WOOL SHORT JACKET [BLACK],./11/일일_요약_260511_084355.md
TOP5,,,의류 - 팬츠,,31,2026-05-12,61336,25%,프리쇼,188,1309,5.0,(4차 리오더) STITCHED BERMUDA PANTS [3COLORS],./12/일일_요약_260512_085218.md
TOP6,,,의류 - 셔츠,,35,2026-05-15,80025,36%,프리쇼,594,9986,4.9,[지인 PICK](21차 리오더) LAYERED CUFFS SHIRTS [6COLORS],./15/일일_요약_260515_085159.md
TOP7,,,의류 - 티셔츠,,36,2026-05-15,27084,31%,프리쇼,71,1356,5.0,"[여민,예지,한빛 PICK](2차 리오더) SIGNATURE CROP T-SHIRT [7COLORS]",./15/일일_요약_260515_085159.md
TOP8,,,의류 - 원피스,,37,2026-05-17,58938,37%,프리쇼,1133,14594,4.9,[단독](18차 리오더) AVEC HACIE COTTON LONG DRESS [5COLORS],./17/일일_요약_260517_084422.md
TOP9,,,의류 - 원피스,,39,2026-05-11,94802,50%,프리쇼,4,308,4.5,[HACIE X ITALY] UNBALANCE PLEATS LONG DRESS [BEIGE][NAVY],./11/일일_요약_260511_084355.md
TOP10,,,의류 - 셔츠,,40,2026-05-17,80883,37%,프리쇼,140,2465,4.9,[여민 PICK] (7차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [6COLORS],./17/일일_요약_260517_084422.md
