유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-04-27,6,,,,,,,,,,,,
일별통계,2026-04-28,14,,,,,,,,,,,,
일별통계,2026-04-29,11,,,,,,,,,,,,
일별통계,2026-04-30,12,,,,,,,,,,,,
일별통계,2026-05-01,9,,,,,,,,,,,,
일별통계,2026-05-02,5,,,,,,,,,,,,
일별통계,2026-05-03,28,,,,,,,,,,,,
카테고리통계,,19,의류 - 셔츠,95.8,10,,,,,,,,,
카테고리통계,,17,의류 - 아우터,85.4,11,,,,,,,,,
카테고리통계,,11,의류 - 전체,111.3,16,,,,,,,,,
카테고리통계,,7,의류 - 스커트,54.9,11,,,,,,,,,
카테고리통계,,6,전체,104.3,22,,,,,,,,,
카테고리통계,,5,의류 - 원피스,99.2,2,,,,,,,,,
카테고리통계,,4,의류 - 블라우스,119.0,88,,,,,,,,,
카테고리통계,,4,가방 - 백액세서리,82.0,30,,,,,,,,,
카테고리통계,,3,의류 - 티셔츠,72.7,18,,,,,,,,,
카테고리통계,,2,의류 - 팬츠,147.0,136,,,,,,,,,
카테고리통계,,2,가방 - 숄더백,108.5,28,,,,,,,,,
카테고리통계,,1,액세서리 - 모자,147.0,147,,,,,,,,,
카테고리통계,,1,액세서리 - 패션액세서리,95.0,95,,,,,,,,,
카테고리통계,,1,의류 - 니트,177.0,177,,,,,,,,,
카테고리통계,,1,가방 - 전체,50.0,50,,,,,,,,,
카테고리통계,,1,의류 - 데님,8.0,8,,,,,,,,,
TOP1,,,의류 - 원피스,,2,2026-05-03,50008,47%,여름준비,1130,14468,4.9,[단독](18차 리오더) AVEC HACIE COTTON LONG DRESS [IVORY][CHARCOAL],./03/일일_요약_260503_083722.md
TOP2,,,의류 - 데님,,8,2026-05-03,84222,43%,여름준비,26,194,5.0,(1차 리오더) VINTAGE VELVET WIDE CURVED DENIM PANTS [3COLORS],./03/일일_요약_260503_083722.md
TOP3,,,의류 - 셔츠,,10,2026-05-03,72917,43%,여름준비,131,2348,4.9,[여민 PICK] (7차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [6COLORS],./03/일일_요약_260503_083722.md
TOP4,,,의류 - 아우터,,11,2026-04-28,241200,29%,여름준비,27,1127,4.9,(2차 리오더)[ITALY] TWILL TEXTURE WOOL SHORT JACKET [BLACK],../04/28/일일_요약_260428_084551.md
TOP5,,,의류 - 스커트,,11,2026-04-29,102168,21%,여름준비,53,2914,5.0,"[여민,지인,경은 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",../04/29/일일_요약_260429_084858.md
TOP6,,,의류 - 아우터,,17,2026-04-30,149728,25%,여름준비,48,3633,5.0,"[지인,유니 PICK] (1차 리오더) CORDUROY COLLAR VINTAGE WASHED SAFARI JACKET [TAN BEIGE][CHARCOAL]",../04/30/일일_요약_260430_084849.md
TOP7,,,의류 - 티셔츠,,18,2026-05-03,49376,50%,여름준비,52,795,4.9,(2차 리오더) STRING DETAIL OVERSIZE MULTI STRIPE T-SHIRT [IVORY][NAVY],./03/일일_요약_260503_083722.md
TOP8,,,의류 - 셔츠,,23,2026-04-30,64706,50%,여름준비,4,211,5.0,HIGH NECK COLLAR ZIP-UP SHIRT [BUTTER YELLOW][BLACK],../04/30/일일_요약_260430_084849.md
TOP9,,,의류 - 셔츠,,25,2026-04-30,54716,54%,여름준비,2,411,5.0,SAILOR COLLAR HIDDEN BUTTON BLOUSE [IVORY][BLACK],../04/30/일일_요약_260430_084849.md
TOP10,,,가방 - 숄더백,,28,2026-05-01,57517,33%,여름준비,182,7439,4.9,(5차 리오더)  CRESCENT MOON BAG [3COLORS],./01/일일_요약_260501_084447.md
