유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-05-18,6,,,,,,,,,,,,
일별통계,2026-05-19,14,,,,,,,,,,,,
일별통계,2026-05-20,12,,,,,,,,,,,,
일별통계,2026-05-21,10,,,,,,,,,,,,
일별통계,2026-05-22,15,,,,,,,,,,,,
일별통계,2026-05-23,8,,,,,,,,,,,,
일별통계,2026-05-24,10,,,,,,,,,,,,
카테고리통계,,18,의류 - 셔츠,75.2,2,,,,,,,,,
카테고리통계,,10,의류 - 데님,141.3,71,,,,,,,,,
카테고리통계,,9,의류 - 팬츠,85.9,32,,,,,,,,,
카테고리통계,,8,의류 - 티셔츠,103.5,18,,,,,,,,,
카테고리통계,,7,의류 - 원피스,120.9,23,,,,,,,,,
카테고리통계,,5,의류 - 아우터,84.0,35,,,,,,,,,
카테고리통계,,5,의류 - 스커트,85.4,22,,,,,,,,,
카테고리통계,,4,의류 - 전체,69.5,20,,,,,,,,,
카테고리통계,,3,가방 - 숄더백,121.3,87,,,,,,,,,
카테고리통계,,3,전체,56.0,31,,,,,,,,,
카테고리통계,,1,가방 - 전체,154.0,154,,,,,,,,,
카테고리통계,,1,액세서리 - 모자,200.0,200,,,,,,,,,
카테고리통계,,1,가방 - 백액세서리,192.0,192,,,,,,,,,
TOP1,,,의류 - 셔츠,,2,2026-05-22,86275,33%,여름필수템,156,2576,4.9,"[한빛,여민 PICK] (7차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [6COLORS]",./22/일일_요약_260522_085606.md
TOP2,,,의류 - 티셔츠,,18,2026-05-20,28297,27%,여름필수템,78,1753,4.9,"[여민,예지,한빛 PICK](2차 리오더) SIGNATURE CROP T-SHIRT [7COLORS]",./20/일일_요약_260520_085740.md
TOP3,,,의류 - 스커트,,22,2026-05-21,44814,57%,여름필수템,44,2761,4.9,CRINKLE SATIN LONG SKIRT [5COLORS],./21/일일_요약_260521_090200.md
TOP4,,,의류 - 셔츠,,22,2026-05-22,78375,37%,여름필수템,594,9992,4.9,[지인 PICK](21차 리오더) LAYERED CUFFS SHIRTS [6COLORS],./22/일일_요약_260522_085606.md
TOP5,,,의류 - 원피스,,23,2026-05-18,58938,37%,여름필수템,1140,14665,4.9,[단독](18차 리오더) AVEC HACIE COTTON LONG DRESS [5COLORS],./18/일일_요약_260518_085252.md
TOP6,,,의류 - 스커트,,23,2026-05-21,99103,23%,여름필수템,77,3632,4.9,"[지인,여민,경은,한빛 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",./21/일일_요약_260521_090200.md
TOP7,,,의류 - 팬츠,,32,2026-05-21,59496,27%,여름필수템,189,1357,5.0,[예지 PICK](4차 리오더) STITCHED BERMUDA PANTS [3COLORS],./21/일일_요약_260521_090200.md
TOP8,,,의류 - 아우터,,35,2026-05-18,149728,25%,여름필수템,57,3845,4.9,"[지인,유니 PICK] (1차 리오더) CORDUROY COLLAR VINTAGE WASHED SAFARI JACKET [TAN BEIGE][CHARCOAL]",./18/일일_요약_260518_085252.md
TOP9,,,의류 - 팬츠,,36,2026-05-24,59231,46%,여름필수템,15,371,5.0,VERTICAL STRIPE BANDING PANTS [3COLORS],./24/일일_요약_260524_085218.md
TOP10,,,의류 - 티셔츠,,37,2026-05-24,36868,41%,여름필수템,3,282,5.0,[예지 PICK] OVER-FIT ESEMBLE LONG SLEEVE T-SHIRT [4COLORS],./24/일일_요약_260524_085218.md
