날짜,시간,상품코드,브랜드코드,브랜드명,브랜드영문명,depth1_카테고리,depth2_카테고리,depth3_카테고리,순위,상품명,상품라벨앞,상품라벨뒤,서브상품명,정상가,판매가,최종판매가,가격,할인율,상품URL,상품이미지URL,세일태그,정보태그,당일배송,리뷰수,찜수,리뷰평점,상품상태코드,상품타입코드,이벤트시작,이벤트종료,컨텐츠정보
2026-01-23,08:26,307463098,105980,하시에,HACIE,전체,전체,패딩,78,"[유니,채랑,지우 PICK] (2차 리오더) [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS]",[한정특가],,[한정특가],389000,233400,205392,205392,47%,https://m.wconcept.co.kr/Product/307463098,https://product-image.wconcept.co.kr/productimg/image/img1/98/307463098_GN14128.jpg,클리어런스,"쿠폰,단독",Y,168,6464,4.9,01,15,2025-12-19T10:00:00,2025-12-24T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 47255, 'profileSeqNo': 1047, 'vid': 'v1819cg00000d4p8bgf3kslfgcd1nhe0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/47255'}"
2026-01-23,08:26,306117185,105980,하시에,HACIE,전체,전체,패딩,192,[채랑 PICK] WHITE FOX FUR DOWN LONG JUMPER [NAVY],[한정특가],,[한정특가],508000,330200,295200,295200,42%,https://m.wconcept.co.kr/Product/306117185,https://product-image.wconcept.co.kr/productimg/image/img1/85/306117185_GH19520.jpg,클리어런스,"쿠폰,단독",Y,61,4503,4.9,01,15,2025-12-01T10:00:00,2025-12-10T18:00:00,
2026-01-23,08:26,307463098,105980,하시에,HACIE,의류,전체,패딩,58,"[유니,채랑,지우 PICK] (2차 리오더) [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS]",[한정특가],,[한정특가],389000,233400,205392,205392,47%,https://m.wconcept.co.kr/Product/307463098,https://product-image.wconcept.co.kr/productimg/image/img1/98/307463098_GN14128.jpg,클리어런스,"쿠폰,단독",Y,168,6464,4.9,01,15,2025-12-19T10:00:00,2025-12-24T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 47255, 'profileSeqNo': 1047, 'vid': 'v1819cg00000d4p8bgf3kslfgcd1nhe0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/47255'}"
2026-01-23,08:26,306117185,105980,하시에,HACIE,의류,전체,패딩,141,[채랑 PICK] WHITE FOX FUR DOWN LONG JUMPER [NAVY],[한정특가],,[한정특가],508000,330200,295200,295200,42%,https://m.wconcept.co.kr/Product/306117185,https://product-image.wconcept.co.kr/productimg/image/img1/85/306117185_GH19520.jpg,클리어런스,"쿠폰,단독",Y,61,4503,4.9,01,15,2025-12-01T10:00:00,2025-12-10T18:00:00,
2026-01-23,08:26,307463098,105980,하시에,HACIE,의류,아우터,패딩,39,"[유니,채랑,지우 PICK] (2차 리오더) [단독기획] FOX FUR BELTED GOOSE DOWN [3COLORS]",[한정특가],,[한정특가],389000,233400,205392,205392,47%,https://m.wconcept.co.kr/Product/307463098,https://product-image.wconcept.co.kr/productimg/image/img1/98/307463098_GN14128.jpg,클리어런스,"쿠폰,단독",Y,168,6464,4.9,01,15,2025-12-19T10:00:00,2025-12-24T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 47255, 'profileSeqNo': 1047, 'vid': 'v1819cg00000d4p8bgf3kslfgcd1nhe0', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/47255'}"
2026-01-23,08:26,306117185,105980,하시에,HACIE,의류,아우터,패딩,71,[채랑 PICK] WHITE FOX FUR DOWN LONG JUMPER [NAVY],[한정특가],,[한정특가],508000,330200,295200,295200,42%,https://m.wconcept.co.kr/Product/306117185,https://product-image.wconcept.co.kr/productimg/image/img1/85/306117185_GH19520.jpg,클리어런스,"쿠폰,단독",Y,61,4503,4.9,01,15,2025-12-01T10:00:00,2025-12-10T18:00:00,
2026-01-23,08:26,303596278,105980,하시에,HACIE,의류,아우터,패딩,119,(5차 리오더) OVERFIT QUILTED GOOSE DOWN PONCHO [4COLORS],[한정특가],,[한정특가],186000,93000,81840,81840,56%,https://m.wconcept.co.kr/Product/303596278,https://product-image.wconcept.co.kr/productimg/image/img1/78/303596278_GI62467.jpg,클리어런스,"쿠폰,단독",Y,299,4336,4.9,01,15,2024-11-21T10:00:00,2024-11-22T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 47290, 'profileSeqNo': 8522, 'vid': 'v0019cg00000d4pnc5n3kslfp3cd8ibg', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/47290'}"
2026-01-23,08:26,303596758,105980,하시에,HACIE,의류,아우터,패딩,120,[지구 PICK] FOX FUR HOODED GOOSE DOWN JACKET [3COLORS],[한정특가],,[한정특가],432000,259200,228096,228096,47%,https://m.wconcept.co.kr/Product/303596758,https://product-image.wconcept.co.kr/productimg/image/img1/58/303596758_OJ12575.jpg,클리어런스,"쿠폰,단독",Y,176,6701,4.9,01,15,2025-01-17T10:00:00,2025-01-18T10:00:00,
2026-01-23,08:26,306157278,105980,하시에,HACIE,의류,아우터,패딩,121,[채랑 PICK][단독기획] HEAVY DUMPLING DOWN JUMPER [3COLORS],[한정특가],,[한정특가],398000,159200,140096,140096,65%,https://m.wconcept.co.kr/Product/306157278,https://product-image.wconcept.co.kr/productimg/image/img1/78/306157278_LO64735.jpg,클리어런스,"쿠폰,단독",Y,322,10070,4.9,01,15,2025-12-19T10:00:00,2025-12-24T10:00:00,"{'contentType': 'STYLE_CLIP', 'id': 18001, 'profileSeqNo': 1047, 'vid': 'v1119cg50000curb9u7ak5velm5jh68g', 'landingUrl': 'https://display.wconcept.co.kr/rn/styleclip/18001'}"
2026-01-23,08:26,306105744,105980,하시에,HACIE,의류,아우터,코트,139,HANDMADE CASHMERE HOODED COAT [3COLORS],[한정특가],,[한정특가],405000,121500,106920,106920,74%,https://m.wconcept.co.kr/Product/306105744,https://product-image.wconcept.co.kr/productimg/image/img1/44/306105744_GG86483.jpg,클리어런스,"쿠폰,단독",Y,24,1214,4.8,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
