유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-03-09,11,,,,,,,,,,,,
일별통계,2026-03-10,18,,,,,,,,,,,,
일별통계,2026-03-11,26,,,,,,,,,,,,
일별통계,2026-03-12,19,,,,,,,,,,,,
일별통계,2026-03-13,0,,,,,,,,,,,,
일별통계,2026-03-14,0,,,,,,,,,,,,
일별통계,2026-03-15,9,,,,,,,,,,,,
카테고리통계,,19,의류 - 아우터,92.1,6,,,,,,,,,
카테고리통계,,14,의류 - 셔츠,132.9,47,,,,,,,,,
카테고리통계,,11,의류 - 스커트,89.5,11,,,,,,,,,
카테고리통계,,10,의류 - 전체,99.7,13,,,,,,,,,
카테고리통계,,8,의류 - 원피스,114.0,33,,,,,,,,,
카테고리통계,,7,의류 - 티셔츠,116.0,60,,,,,,,,,
카테고리통계,,6,전체,80.5,25,,,,,,,,,
카테고리통계,,3,가방 - 백액세서리,63.3,4,,,,,,,,,
카테고리통계,,2,가방 - 숄더백,163.0,161,,,,,,,,,
카테고리통계,,1,의류 - 팬츠,163.0,163,,,,,,,,,
카테고리통계,,1,의류 - 데님,89.0,89,,,,,,,,,
카테고리통계,,1,의류 - 니트,23.0,23,,,,,,,,,
TOP1,,,가방 - 백액세서리,,4,2026-03-12,12384,61%,,121,1929,4.9,GLOSSY CRESCENT SMALL MOON KEY-RING [5COLORS],./12/일일_요약_260312_081959.md
TOP2,,,의류 - 아우터,,6,2026-03-11,157740,34%,,0,216,,[유니 PICK](1차 리오더) OVER-FIT ALICE TWEED JACKET [IVORY][BLACK],./11/일일_요약_260311_082151.md
TOP3,,,의류 - 스커트,,11,2026-03-11,65340,34%,,3,118,5.0,[유니 PICK] DOT PRINT LAYERED MID SKIRT [WHITE][BLACK],./11/일일_요약_260311_082151.md
TOP4,,,의류 - 아우터,,14,2026-03-12,117480,34%,,690,15249,4.9,(6차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],./12/일일_요약_260312_081959.md
TOP5,,,의류 - 니트,,23,2026-03-12,42250,60%,,23,505,4.9,[채랑 PICK] WOOL BLENDED HIGH NECK KNIT TOP [4COLORS],./12/일일_요약_260312_081959.md
TOP6,,,의류 - 스커트,,32,2026-03-15,85140,34%,,8,466,5.0,CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK],./15/일일_요약_260315_082144.md
TOP7,,,의류 - 원피스,,33,2026-03-10,105735,34%,,65,4355,4.9,[유니 PICK](5차 리오더) ONE BUTTON DETAIL SLEEVELESS DRESS [BLACK],./10/일일_요약_260310_082201.md
TOP8,,,의류 - 원피스,,37,2026-03-10,62040,34%,,668,8226,4.9,[단독](16차 리오더) AVEC HACIE COTTON LONG DRESS [CHARCOAL],./10/일일_요약_260310_082201.md
TOP9,,,의류 - 아우터,,45,2026-03-09,233244,60%,,13,543,5.0,[채랑 PICK] HANDMADE CASHMERE CAPE COAT [MELANGE BROWN][BLACK],./09/일일_요약_260309_081744.md
TOP10,,,의류 - 셔츠,,47,2026-03-10,78540,34%,,1,25,5.0,OVERSIZE DOLMAN SLEEVE CHECK SHIRT [ORANGE CHECK][BLACK CHECK],./10/일일_요약_260310_082201.md
