날짜,시간,상품코드,브랜드코드,브랜드명,브랜드영문명,depth1_카테고리,depth2_카테고리,depth3_카테고리,순위,상품명,상품라벨앞,상품라벨뒤,서브상품명,정상가,판매가,최종판매가,가격,할인율,상품URL,상품이미지URL,세일태그,정보태그,당일배송,리뷰수,찜수,리뷰평점,상품상태코드,상품타입코드,이벤트시작,이벤트종료,컨텐츠정보
2026-03-24,08:26,302768208,105980,하시에,HACIE,전체,전체,맥시,26,[단독](16차 리오더) AVEC HACIE COTTON LONG DRESS [CHARCOAL],[3/23 단 하루!],,[3/23 단 하루!],94000,61100,48880,48880,48%,https://m.wconcept.co.kr/Product/302768208,https://product-image.wconcept.co.kr/productimg/image/img1/08/302768208_LH50076.jpg,스프링위크,"쿠폰,단독",Y,673,8308,4.9,01,15,2025-09-15T10:00:00,2025-09-16T10:00:00,
2026-03-24,08:26,303596346,105980,하시에,HACIE,전체,전체,코트,63,(2차 리오더) HANDMADE CASHMERE DOUBLE COAT [3COLORS],[3/23 단 하루!],,[3/23 단 하루!],457000,182800,146240,146240,68%,https://m.wconcept.co.kr/Product/303596346,https://product-image.wconcept.co.kr/productimg/image/img1/46/303596346_LG16918.jpg,스프링위크,"쿠폰,단독",Y,143,10974,4.7,01,15,2025-10-01T10:00:00,2025-10-10T18:00:00,
2026-03-24,08:26,308102373,105980,하시에,HACIE,전체,전체,점퍼,149,[경은 PICK] EMB LOGO VINTAGE WASHED COTTON BLOUSON [3COLORS],[3/23 단 하루!],,[3/23 단 하루!],199000,179100,143280,143280,28%,https://m.wconcept.co.kr/Product/308102373,https://product-image.wconcept.co.kr/productimg/image/img1/73/308102373_GG65420.jpg,스프링위크,"쿠폰,단독",Y,11,545,5.0,01,15,2026-03-16T10:00:00,2026-03-17T10:00:00,
2026-03-24,08:26,302768203,105980,하시에,HACIE,전체,전체,맥시,165,[단독](13차 리오더) AVEC HACIE COTTON LONG DRESS [IVORY],[3/23 단 하루!],,[3/23 단 하루!],94000,61100,48880,48880,48%,https://m.wconcept.co.kr/Product/302768203,https://product-image.wconcept.co.kr/productimg/image/img1/03/302768203_OG57111.jpg,스프링위크,"쿠폰,단독",Y,432,7770,4.9,01,15,2025-08-11T10:00:00,2025-08-14T10:00:00,
2026-03-24,08:26,306105595,105980,하시에,HACIE,전체,전체,자켓,174,[경은 PICK] WOOL BLENDED OVERSIZE SINGLE JACKET [TAN BEIGE][BLACK],[3/23 단 하루!],,[3/23 단 하루!],209000,167200,133760,133760,36%,https://m.wconcept.co.kr/Product/306105595,https://product-image.wconcept.co.kr/productimg/image/img1/95/306105595_GN15562.jpg,스프링위크,"쿠폰,단독",Y,4,1118,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
2026-03-24,08:26,302768208,105980,하시에,HACIE,의류,전체,맥시,19,[단독](16차 리오더) AVEC HACIE COTTON LONG DRESS [CHARCOAL],[3/23 단 하루!],,[3/23 단 하루!],94000,61100,48880,48880,48%,https://m.wconcept.co.kr/Product/302768208,https://product-image.wconcept.co.kr/productimg/image/img1/08/302768208_LH50076.jpg,스프링위크,"쿠폰,단독",Y,673,8308,4.9,01,15,2025-09-15T10:00:00,2025-09-16T10:00:00,
2026-03-24,08:26,303596346,105980,하시에,HACIE,의류,전체,코트,47,(2차 리오더) HANDMADE CASHMERE DOUBLE COAT [3COLORS],[3/23 단 하루!],,[3/23 단 하루!],457000,182800,146240,146240,68%,https://m.wconcept.co.kr/Product/303596346,https://product-image.wconcept.co.kr/productimg/image/img1/46/303596346_LG16918.jpg,스프링위크,"쿠폰,단독",Y,143,10974,4.7,01,15,2025-10-01T10:00:00,2025-10-10T18:00:00,
2026-03-24,08:26,308102373,105980,하시에,HACIE,의류,전체,점퍼,117,[경은 PICK] EMB LOGO VINTAGE WASHED COTTON BLOUSON [3COLORS],[3/23 단 하루!],,[3/23 단 하루!],199000,179100,143280,143280,28%,https://m.wconcept.co.kr/Product/308102373,https://product-image.wconcept.co.kr/productimg/image/img1/73/308102373_GG65420.jpg,스프링위크,"쿠폰,단독",Y,11,545,5.0,01,15,2026-03-16T10:00:00,2026-03-17T10:00:00,
2026-03-24,08:26,302768203,105980,하시에,HACIE,의류,전체,맥시,129,[단독](13차 리오더) AVEC HACIE COTTON LONG DRESS [IVORY],[3/23 단 하루!],,[3/23 단 하루!],94000,61100,48880,48880,48%,https://m.wconcept.co.kr/Product/302768203,https://product-image.wconcept.co.kr/productimg/image/img1/03/302768203_OG57111.jpg,스프링위크,"쿠폰,단독",Y,432,7770,4.9,01,15,2025-08-11T10:00:00,2025-08-14T10:00:00,
2026-03-24,08:26,306105595,105980,하시에,HACIE,의류,전체,자켓,134,[경은 PICK] WOOL BLENDED OVERSIZE SINGLE JACKET [TAN BEIGE][BLACK],[3/23 단 하루!],,[3/23 단 하루!],209000,167200,133760,133760,36%,https://m.wconcept.co.kr/Product/306105595,https://product-image.wconcept.co.kr/productimg/image/img1/95/306105595_GN15562.jpg,스프링위크,"쿠폰,단독",Y,4,1118,5.0,01,15,1900-01-01T00:00:00,1900-01-01T00:00:00,
