날짜,시간,브랜드명,depth1_카테고리,depth2_카테고리,순위,상품명,가격,상품URL
2025-10-28,08:20,하시에,전체,전체,3,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],114988,https://m.wconcept.co.kr/Product/303596201
2025-10-28,08:20,하시에,전체,전체,22,LIGHT WEIGHT HOODED GOOSE DOWN COAT [BLACK],203490,https://m.wconcept.co.kr/Product/306157288
2025-10-28,08:20,하시에,의류,전체,2,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],114988,https://m.wconcept.co.kr/Product/303596201
2025-10-28,08:20,하시에,의류,전체,18,LIGHT WEIGHT HOODED GOOSE DOWN COAT [BLACK],203490,https://m.wconcept.co.kr/Product/306157288
2025-10-28,08:20,하시에,의류,전체,184,FAUX LEATHER DETAIL QUILTED JACKET [BLACK],124355,https://m.wconcept.co.kr/Product/306105650
2025-10-28,08:20,하시에,의류,아우터,2,(5차 리오더) CASHMERE COLLAR LIGHT DOWN JACKET [IVORY][BLACK],114988,https://m.wconcept.co.kr/Product/303596201
2025-10-28,08:20,하시에,의류,아우터,14,LIGHT WEIGHT HOODED GOOSE DOWN COAT [BLACK],203490,https://m.wconcept.co.kr/Product/306157288
2025-10-28,08:20,하시에,의류,아우터,120,FAUX LEATHER DETAIL QUILTED JACKET [BLACK],124355,https://m.wconcept.co.kr/Product/306105650
2025-10-28,08:20,하시에,의류,아우터,142,(5차 리오더) OVERFIT QUILTED GOOSE DOWN PONCHO [4COLORS],105136,https://m.wconcept.co.kr/Product/303596278
2025-10-28,08:20,하시에,의류,아우터,197,STRING DETAIL GOOSE DOWN SHORT JACKET [3COLORS],134130,https://m.wconcept.co.kr/Product/302070873
2025-10-28,08:20,하시에,의류,원피스,53,(13차 리오더) SATIN SLEEVELESS LONG DRESS [6COLORS],77880,https://m.wconcept.co.kr/Product/301454263
2025-10-28,08:20,하시에,의류,셔츠,158,[여름 PICK] (3차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [5COLORS],90816,https://m.wconcept.co.kr/Product/306918731
2025-10-28,08:20,하시에,의류,셔츠,168,[채랑 PICK] OVERSIZE STANDARD STRIPE SHIRT [IVORY][PINK],90816,https://m.wconcept.co.kr/Product/307414592
2025-10-28,08:20,하시에,의류,티셔츠,126,[채랑 PICK] (IVORY/FREE - 11/11 재입고) CONTRAST COLLAR CROP STRIPE T-SHIRT [3COLORS],90816,https://m.wconcept.co.kr/Product/307414597
2025-10-28,08:20,하시에,의류,스커트,4,(11차 리오더) VINTAGE SILK LIKE CODUROY LONG SKIRT [BROWN][BLACK],83072,https://m.wconcept.co.kr/Product/306105637
2025-10-28,08:20,하시에,의류,스커트,31,[채랑 PICK] (11/18 재입고) NEW CLASSIC SUEDE LONG SKIRT [BROWN][CHOCOLATE],90816,https://m.wconcept.co.kr/Product/307414600
2025-10-28,08:20,하시에,의류,스커트,52,WHIP CORD WRAP SKIRT [BLACK],121088,https://m.wconcept.co.kr/Product/306668436
2025-10-28,08:20,하시에,의류,팬츠,69,ZIP DETAIL SLIM FIT PANTS [IVORY][BLACK],79464,https://m.wconcept.co.kr/Product/306668445
2025-10-28,08:20,하시에,가방,전체,48,CRESCENT MOON BAG [5COLORS],52976,https://m.wconcept.co.kr/Product/303596708
2025-10-28,08:20,하시에,가방,숄더백,30,CRESCENT MOON BAG [5COLORS],52976,https://m.wconcept.co.kr/Product/303596708
2025-10-28,08:20,하시에,가방,숄더백,106,[채랑 PICK] VINTAGE VELVET TWIST STRAP MINI BAG [DARK BROWN],82500,https://m.wconcept.co.kr/Product/307456275
2025-10-28,08:20,하시에,가방,숄더백,113,GLOSSY CRESCENT MOON BAG [3COLORS],60544,https://m.wconcept.co.kr/Product/306152077
