유형,날짜,상품수,카테고리,평균순위,최고순위,기록일,가격,할인율,세일태그,리뷰수,찜수,평점,상품명,링크
일별통계,2026-06-01,16,,,,,,,,,,,,
카테고리통계,,2,의류 - 아우터,80.5,28,,,,,,,,,
카테고리통계,,2,의류 - 티셔츠,118.0,114,,,,,,,,,
카테고리통계,,2,의류 - 스커트,62.0,17,,,,,,,,,
카테고리통계,,1,전체,177.0,177,,,,,,,,,
카테고리통계,,1,의류 - 전체,136.0,136,,,,,,,,,
카테고리통계,,1,의류 - 원피스,149.0,149,,,,,,,,,
카테고리통계,,1,의류 - 블라우스,68.0,68,,,,,,,,,
카테고리통계,,1,의류 - 셔츠,16.0,16,,,,,,,,,
카테고리통계,,1,의류 - 팬츠,32.0,32,,,,,,,,,
카테고리통계,,1,의류 - 데님,172.0,172,,,,,,,,,
카테고리통계,,1,가방 - 전체,149.0,149,,,,,,,,,
카테고리통계,,1,가방 - 숄더백,95.0,95,,,,,,,,,
카테고리통계,,1,액세서리 - 패션액세서리,114.0,114,,,,,,,,,
TOP1,,,의류 - 셔츠,,16,2026-06-01,91667,29%,더블유위크,165,3123,4.9,"[한빛,여민 PICK] (8차 리오더) OVERSIZE DOLMAN SLEEVE SHEER SHIRT [6COLORS]",./01/일일_요약_260601_090048.md
TOP2,,,의류 - 스커트,,17,2026-06-01,90300,30%,더블유위크,91,4010,5.0,"[지인,여민,경은,한빛 PICK] (3차 리오더) CREASE SATIN LAYERED LONG SKIRT [IVORY][BLACK]",./01/일일_요약_260601_090048.md
TOP3,,,의류 - 아우터,,28,2026-06-01,111300,30%,더블유위크,0,454,,[리라 PICK] CREASE SILKY LINEN OVER-FIT JACKET [3COLORS],./01/일일_요약_260601_090048.md
TOP4,,,의류 - 팬츠,,32,2026-06-01,54530,34%,더블유위크,196,1542,5.0,[예지 PICK](4차 리오더) STITCHED BERMUDA PANTS [3COLORS],./01/일일_요약_260601_090048.md
TOP5,,,의류 - 블라우스,,68,2026-06-01,65835,34%,더블유위크,4,1646,5.0,[리라 PICK] COWL NECK DRAPE BLOUSE [ICE GREY][NAVY],./01/일일_요약_260601_090048.md
TOP6,,,가방 - 숄더백,,95,2026-06-01,54180,37%,더블유위크,182,7595,4.9,(5차 리오더)  CRESCENT MOON BAG [3COLORS],./01/일일_요약_260601_090048.md
TOP7,,,의류 - 스커트,,107,2026-06-01,65835,34%,더블유위크,14,624,4.9,"[한빛,지인 PICK] (1차 리오더) DOT PRINT LAYERED MID SKIRT [WHITE][BLACK]",./01/일일_요약_260601_090048.md
TOP8,,,의류 - 티셔츠,,114,2026-06-01,59185,34%,더블유위크,0,22,,KNIT COLLAR HALF SLEEVE PK T-SHIRT [SKYBLUE][BROWN],./01/일일_요약_260601_090048.md
TOP9,,,액세서리 - 패션액세서리,,114,2026-06-01,30975,48%,더블유위크,1,52,5.0,ROUND BUCKLE LEATHER BELT [CAMEL],./01/일일_요약_260601_090048.md
TOP10,,,의류 - 티셔츠,,122,2026-06-01,31255,34%,더블유위크,46,1440,5.0,"[경은,한빛 PICK](4차 리오더) MULTI SILKET ROUND NECK T-SHIRT [8COLORS]",./01/일일_요약_260601_090048.md
